allow_download_photo,author_pin,aweme_id,cid,collect_stat,comment_language,comment_post_item_ids,create_time,digg_count,image_list,is_author_digged,is_comment_translatable,is_high_purchase_intent,label_list,no_show,reply_comment,reply_comment_total,reply_id,reply_to_reply_id,share_info,sort_extra_score,sort_tags,status,stick_position,text,text_extra,trans_btn_style,user,user_buried,user_digged
True,False,7533660306862542093,7534010311465206583,0,en,,1754148489,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.001079, 'show_more_score': 0.000369}","{""top_list"":1}",1,0,"She is not in the US. I think she got a clone. I’m not into conspiracies, but I don’t trust this adm",[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast8-avt-0068-tx2/aba75fc87d8eb2ca39c2069fc3fa73ee', 'url_list': ['https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/aba75fc87d8eb2ca39c2069fc3fa73ee~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2f46e456&x-expires=1754618400&x-signature=jrOxREecZAjqAwtDimRkDygpfSs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/aba75fc87d8eb2ca39c2069fc3fa73ee~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ebe0afe2&x-expires=1754618400&x-signature=33lVxE%2B2oaFZNGYhvsXL4KcsQaE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/aba75fc87d8eb2ca39c2069fc3fa73ee~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=5c08c2ce&x-expires=1754618400&x-signature=OFEO%2B1YjuUiTmUM5vO%2BHEtddXjM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'PerlyG33', 'platform_sync_info': None, 'predicted_age_group': '5', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAUDAep3pACmj5tdcZKdMZyDzsJoQZkhAIFVxKE_g48svpggZS3AGHwVdWSheqClzQ', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6809101211971961862', 'unique_id': 'perlyg33', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533660306862542093,7534077841114317623,0,en,,1754164211,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.001505, 'show_more_score': 0.000622}","{""top_list"":1}",1,0,"Of course she did. She won't tell the truth about Trump, so now she's getting everything she wants.",[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/a118f5736bb6ad17f28c3b4f48908198', 'url_list': ['https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a118f5736bb6ad17f28c3b4f48908198~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4652c583&x-expires=1754618400&x-signature=vKYcM2T5xhSqC6hiMIBz%2BRZzuBQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a118f5736bb6ad17f28c3b4f48908198~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=56f66326&x-expires=1754618400&x-signature=A7dudH6Y8XrG9q%2BwxiDeXmOCHvA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a118f5736bb6ad17f28c3b4f48908198~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=3c066bbc&x-expires=1754618400&x-signature=7tdD8OP7PlAsjHQmE6ebFTJMRvU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Megan', 'platform_sync_info': None, 'predicted_age_group': '5', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAhRDhKWFq5NEA8F9PJkDqFy-cbVCrZlAupbvwCnWIb_x6FSaBi9-9d_wmdutnRyMM', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6911005021169697798', 'unique_id': 'meganmdos', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533660306862542093,7534095826617664264,0,en,,1754168397,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.000729, 'show_more_score': 0.000342}","{""top_list"":1}",1,0,"And why would that be, Oh yeah just trump trying to cover shit up again..",[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-maliva-avt-0068/e730dedc830c31ea2d98fed2738bd8aa', 'url_list': ['https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e730dedc830c31ea2d98fed2738bd8aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=328ba26a&x-expires=1754618400&x-signature=bdwSzyg1zt9uxJcvU0MSYc1zjxQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e730dedc830c31ea2d98fed2738bd8aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=64645cd3&x-expires=1754618400&x-signature=Wwh%2FrZnKaBgDFxHnsoN5T3nQT6Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e730dedc830c31ea2d98fed2738bd8aa~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=3cbbed5a&x-expires=1754618400&x-signature=tCjICs%2BVYvsrdk29dJJeZ7MWlKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Seanie', 'platform_sync_info': None, 'predicted_age_group': '5', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAW-kCOx_6lGIrjmlwvN0vFKCoN_d0aByeriCRpS8o47xqIVz9w2QqZd19ceJ6XEx3', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6907464682480485382', 'unique_id': 'seantastic1', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533660306862542093,7534048043437163319,0,en,,1754157278,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.00104, 'show_more_score': 0.000712}","{""top_list"":1}",1,0,Big shocker,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/3d2e3baf69286cf8a457a42e6704c094', 'url_list': ['https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3d2e3baf69286cf8a457a42e6704c094~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ddf59967&x-expires=1754618400&x-signature=42XH0iZ8de4IxkFfazqOJ9kUrWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3d2e3baf69286cf8a457a42e6704c094~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6de1a446&x-expires=1754618400&x-signature=D64gblexfJHeMq5U5PDab9U7vzc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3d2e3baf69286cf8a457a42e6704c094~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=ceb62049&x-expires=1754618400&x-signature=22iCzi81G7NEr%2F8lYPUezDd0bJE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'slightlyferalgenxx', 'platform_sync_info': None, 'predicted_age_group': '', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAA6lz-xzFDKKxA8J-tEqQcSkg_i8p3BhG6UtFr5X2zMS0tAvtnzzRMjoQ_abR3N9HS', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7209434884475978795', 'unique_id': 'slightlyferalgenxx', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533660306862542093,7534215888330031902,0,en,,1754196358,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.000813, 'show_more_score': 0.000196}","{""top_list"":1}",1,0,So they are bribing her. Got it.,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/7348242137454444586', 'url_list': ['https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348242137454444586~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e8ae855e&x-expires=1754618400&x-signature=fVApjsv%2F7qbtCjpf%2FyC9EAA6CG0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348242137454444586~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9de0cd69&x-expires=1754618400&x-signature=JEN4HYOsjW3zDaU5alC1tTr0PWQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348242137454444586~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=ec87707e&x-expires=1754618400&x-signature=5TX7Cw1irfpn8l5SvEa1SkXjnmo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'dshaaaaa1', 'platform_sync_info': None, 'predicted_age_group': '4', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAA9ZGDjAJ5zpPxJFBwahqKl4msIbtA5xJYlqgXohQAiEs1Nh9iS9DdL0kwsjzLlSD9', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6772577508296786950', 'unique_id': 'dshaaaaaa2', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533660306862542093,7534000868484481823,0,en,,1754146294,0,,False,True,True,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.000986, 'show_more_score': 0.000304}","{""top_list"":1}",1,0,😩Why do people still support this administration,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/9f5448d2a398d5ac369cb70cf73ea33b', 'url_list': ['https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9f5448d2a398d5ac369cb70cf73ea33b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1c54eb32&x-expires=1754618400&x-signature=fLz0pxl4Q4bnTqNTR%2BNuF83E%2Fuc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9f5448d2a398d5ac369cb70cf73ea33b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c32e14a3&x-expires=1754618400&x-signature=xIk36cQYO2j6%2B0ByDyZr6kL0tjA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9f5448d2a398d5ac369cb70cf73ea33b~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=b6a65361&x-expires=1754618400&x-signature=4DE6T876j4a%2FKg3u0jPck2hDQ8g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'juanathegoat', 'platform_sync_info': None, 'predicted_age_group': '', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAApenHfLCC77C24m6wNCQlwfc83wfXgdc2MMgmH2bwGUNzYUZ15WBBWE0Tgv3O3fxo', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7242009668151919662', 'unique_id': 'juanathegoat8', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533660306862542093,7534021464736826167,0,en,,1754151106,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.001225, 'show_more_score': 0.000292}","{""top_list"":1}",1,0,wth!?!,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/7204672857409454123', 'url_list': ['https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7204672857409454123~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=39b68f00&x-expires=1754618400&x-signature=R81B5FOhJP8QCWwRPQg4dyN4OCI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7204672857409454123~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1571836b&x-expires=1754618400&x-signature=ZpQuhUIl6CxFA1598ZGy6EyjPbU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7204672857409454123~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=8acb44ad&x-expires=1754618400&x-signature=EOBtGf%2BrfXDXYjqAEHpBpP65MWQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'sallyskirvin', 'platform_sync_info': None, 'predicted_age_group': '', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAi2qcvDHfplTJwwHjMKp4437VXOdSZlCeBp7pG78KSKaHaEgP-Paw2dGKZIc0xnH9', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7204671788640224302', 'unique_id': 'sallyskirvin', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533660306862542093,7533796862102143774,0,en,,1754098792,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.000464, 'show_more_score': 0.000172}","{""top_list"":1}",1,0,"Donnie? Oh he never even knew JE, I was there I know. Every time I saw him, he was always reading the scripture, ALWAYS",[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-maliva-avt-0068/7322798043580137477', 'url_list': ['https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7322798043580137477~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=03b5fdc4&x-expires=1754618400&x-signature=%2FGqvkdxGS1hmwoK%2BirEimm7L%2BAI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7322798043580137477~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=012901ea&x-expires=1754618400&x-signature=R3gOp9eiflpmZ7JD0Kg4S7Y6444%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7322798043580137477~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=27339e18&x-expires=1754618400&x-signature=2wJEaOUkkwOiMFeJYbFqJBWV8%2Bg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Elsa Pena', 'platform_sync_info': None, 'predicted_age_group': '-1', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAMBwV7J7wJL6cuFE--cMUtfHMPLTVxXy4FqbaBsfG2iYf9vvFt9xeKsOO4c5OjfDy', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6833805342439867397', 'unique_id': 'icequeen9205', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
True,False,7533660306862542093,7533694113074676511,0,en,,1754074873,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.001391, 'show_more_score': 0.000728}","{""top_list"":1}",1,0,Texas is the new Florida i guess.,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/9b8f605e5197d602f462a9a62d326aa3', 'url_list': ['https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9b8f605e5197d602f462a9a62d326aa3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=09f4d07b&x-expires=1754618400&x-signature=6DHJXu3SrFUnMON9YjzDXBWzaWU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9b8f605e5197d602f462a9a62d326aa3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c0304fca&x-expires=1754618400&x-signature=AMie1VUYD2DnkMzULZU%2FsMTb9Gc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9b8f605e5197d602f462a9a62d326aa3~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=c3496f6f&x-expires=1754618400&x-signature=M0mC5N0WJNZ1ueNSFKKgaGn5DjA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Stina Helena', 'platform_sync_info': None, 'predicted_age_group': '', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAHruTVddz23OU0yfzmHB6wd4DqBQKvoYJIsQPDEgq9QT4vu7ThZsKdrm8ORFNhtCm', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7287720967514637358', 'unique_id': 'stina.helena6', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
False,False,7533660306862542093,7533856836015260471,0,en,,1754112779,0,,False,True,True,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.001021, 'show_more_score': 0.000373}","{""top_list"":1}",1,0,Live from the waffle house it’s Aaron Parnas with breaking news! Can we let this man even have breakfast?,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/b6b1619edc8eb8965bddd97c6b0364c7', 'url_list': ['https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b6b1619edc8eb8965bddd97c6b0364c7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b77963df&x-expires=1754618400&x-signature=DMK40ow2hf%2FCqawElw%2FHKU4iGcI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b6b1619edc8eb8965bddd97c6b0364c7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bf288a49&x-expires=1754618400&x-signature=8%2Frp7vQe8YfKKxxnG3wXL19LpOQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b6b1619edc8eb8965bddd97c6b0364c7~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=ad2dcac9&x-expires=1754618400&x-signature=TaNmiv39KSyOFy81EWs0zPKMXgs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'hippiemeetshood', 'platform_sync_info': None, 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAgF1p-Vvw6BQiC5c1J8WRB81KUEJ99IaXvgIdX_SJTsaic9Ybho5og4EfVmwfCqe_', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6818667815781237766', 'unique_id': 'hippiemeetshood', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
False,False,7533660306862542093,7533975197458088759,0,en,,1754140340,0,,False,True,True,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.000742, 'show_more_score': 0.000266}","{""top_list"":1}",1,0,"of course she did. Did you say ""uncleat""?",[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/6f1f018255a4a108d9bad06ac2a4510d', 'url_list': ['https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6f1f018255a4a108d9bad06ac2a4510d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=07cf9ac8&x-expires=1754618400&x-signature=tS%2FHsQRugenHX4dU4tIsUVFtyBI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6f1f018255a4a108d9bad06ac2a4510d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=27c96fef&x-expires=1754618400&x-signature=1GO%2BqznADfSi7tMAtGkPO7zAYa8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6f1f018255a4a108d9bad06ac2a4510d~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=12dd37ed&x-expires=1754618400&x-signature=m0quu0P4MXOcq%2FW8ugBemgzcGdE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'user294140555480', 'platform_sync_info': None, 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAADk27AKNvNBmFUeDqFnFTwIzdILSwEagYiupkmZr1_IJ-aLu1_xOo_GYMa0K6DWHz', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7392806221220021294', 'unique_id': 'user294140555480', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0
